smiles,cid,name,broad_id,smiles_number
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,387447,bortezomib,BRD-K88510285-001-34-3,smiles5
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,11485656,linifanib,BRD-K99749624-001-07-0,smiles1
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-043-01-9,smiles1
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-043-01-9,smiles2
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-043-01-9,smiles3
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-043-01-9,smiles4
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-043-01-9,smiles5
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-043-01-9,smiles6
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-001-06-6,smiles1
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-001-06-6,smiles2
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-001-06-6,smiles3
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-001-06-6,smiles4
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-001-06-6,smiles5
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,dovitinib,BRD-K85402309-001-06-6,smiles6
Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,156414,canertinib,BRD-K50168500-001-07-9,smiles1
CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,6851740,ispinesib,BRD-K64881305-001-03-7,smiles1
CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,6851740,ispinesib,BRD-K64881305-001-03-7,smiles2
CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,6851740,ispinesib,BRD-K64881305-001-03-7,smiles3
CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,25262792,AZD2014,BRD-K99113996-001-02-0,smiles1
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,49846579,venetoclax,BRD-K62391742-001-09-7,smiles1
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,49846579,venetoclax,BRD-K62391742-001-09-7,smiles2
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,49846579,venetoclax,BRD-K62391742-001-09-7,smiles3
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,49846579,venetoclax,BRD-K62391742-001-03-0,smiles1
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,49846579,venetoclax,BRD-K62391742-001-03-0,smiles2
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,49846579,venetoclax,BRD-K62391742-001-03-0,smiles3
COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)C=C)c3)n2)cc1,59174488,AVL-292,BRD-K87782578-001-01-4,smiles1
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,44462760,dabrafenib,BRD-K09951645-001-11-8,smiles1
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,44462760,dabrafenib,BRD-K09951645-001-11-8,smiles2
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,44462760,dabrafenib,BRD-K09951645-001-11-8,smiles3
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,44462760,dabrafenib,BRD-K09951645-001-06-8,smiles1
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,44462760,dabrafenib,BRD-K09951645-001-06-8,smiles2
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,44462760,dabrafenib,BRD-K09951645-001-06-8,smiles3
OC1(CN(C1)C(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[C@@H]1CCCCN1,16222096,cobimetinib,BRD-K03390685-001-01-7,smiles1
CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N,10152654,odanacatib,BRD-K22822991-001-02-3,smiles1
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-001-03-3,smiles1
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-001-03-3,smiles2
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-001-03-3,smiles3
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-001-03-3,smiles4
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-044-09-0,smiles1
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-044-09-0,smiles2
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-044-09-0,smiles3
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,5329102,sunitinib,BRD-K42828737-044-09-0,smiles4
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,5291,imatinib,BRD-K92723993-001-17-4,smiles1
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,5291,imatinib,BRD-K92723993-001-17-4,smiles2
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,5291,imatinib,BRD-K92723993-001-17-4,smiles3
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,5291,imatinib,BRD-K92723993-001-06-7,smiles1
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,5291,imatinib,BRD-K92723993-001-06-7,smiles2
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,5291,imatinib,BRD-K92723993-001-06-7,smiles3
CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,129869,atiprimod,BRD-K38527262-300-01-0,smiles1
Clc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)s2)c(Cl)c1,10160238,tasisulam,BRD-K42495768-001-01-7,smiles1
COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O,66414,2-methoxyestradiol,BRD-K44408410-001-17-6,smiles1
COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O,66414,2-methoxyestradiol,BRD-K44408410-001-17-6,smiles2
COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O,66414,2-methoxyestradiol,BRD-K44408410-001-17-6,smiles3
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,9911830,tivozanib,BRD-K53414658-001-08-2,smiles1
Cc1ccccc1CN1C2=NCCN2C2=C(CN(Cc3ccccc3)CC2)C1=O,73777259,ONC201,BRD-K58529924-001-01-5,smiles1
ONC(=O)CCCCCCC(=O)Nc1ccccc1,5311,vorinostat,BRD-K81418486-001-44-2,smiles1
ONC(=O)CCCCCCC(=O)Nc1ccccc1,5311,vorinostat,BRD-K81418486-001-44-2,smiles2
ONC(=O)CCCCCCC(=O)Nc1ccccc1,5311,vorinostat,BRD-K81418486-001-44-2,smiles3
ONC(=O)CCCCCCC(=O)Nc1ccccc1,5311,vorinostat,BRD-K81418486-001-47-5,smiles1
ONC(=O)CCCCCCC(=O)Nc1ccccc1,5311,vorinostat,BRD-K81418486-001-47-5,smiles2
ONC(=O)CCCCCCC(=O)Nc1ccccc1,5311,vorinostat,BRD-K81418486-001-47-5,smiles3
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(O)(O)=O,11497983,barasertib,BRD-K31928526-001-02-1,smiles1
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-001-02-1,smiles1
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-001-02-1,smiles2
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-001-02-1,smiles3
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-001-02-1,smiles4
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-003-20-9,smiles1
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-003-20-9,smiles2
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-003-20-9,smiles3
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,30323,daunorubicin,BRD-K43389675-003-20-9,smiles4
COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,11349170,BMS-690514,BRD-K76239644-001-02-6,smiles1
COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,11349170,BMS-690514,BRD-K76239644-001-02-6,smiles2
COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,11349170,BMS-690514,BRD-K76239644-001-01-8,smiles1
COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,11349170,BMS-690514,BRD-K76239644-001-01-8,smiles2
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-001-04-4,smiles1
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-001-04-4,smiles2
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-001-04-4,smiles3
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-001-04-4,smiles4
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-001-04-4,smiles5
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-001-04-4,smiles6
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-001-04-4,smiles7
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-394-03-5,smiles1
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-394-03-5,smiles2
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-394-03-5,smiles3
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-394-03-5,smiles4
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-394-03-5,smiles5
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-394-03-5,smiles6
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,irinotecan,BRD-K08547377-394-03-5,smiles7
CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,300471,elesclomol,BRD-K82135108-001-04-3,smiles1
CN1CCN(CC1)C1CCN(CC1)C(=O)Nc1cc(Oc2ccc(NC(=O)C3(CC3)C(=O)Nc3ccc(F)cc3)c(F)c2)ccn1,16118392,golvatinib,BRD-K69001009-001-02-8,smiles1
Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,135409400,anagrelide,BRD-K62200014-003-10-5,smiles1
Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,135409400,anagrelide,BRD-K62200014-003-10-5,smiles2
Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,135409400,anagrelide,BRD-K62200014-003-10-5,smiles3
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-18-5,smiles1
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-18-5,smiles2
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-18-5,smiles3
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-18-5,smiles4
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-06-0,smiles1
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-06-0,smiles2
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-06-0,smiles3
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786,AZ-628,BRD-K05804044-001-06-0,smiles4
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,9444,azacitidine,BRD-K03406345-001-21-1,smiles1
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,9444,azacitidine,BRD-K03406345-001-21-1,smiles2
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,9444,azacitidine,BRD-K03406345-001-21-1,smiles3
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,9444,azacitidine,BRD-K03406345-001-27-8,smiles1
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,9444,azacitidine,BRD-K03406345-001-27-8,smiles2
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,9444,azacitidine,BRD-K03406345-001-27-8,smiles3
NC(=O)c1cccc(N)c1,1645,3-amino-benzamide,BRD-K08703257-001-13-9,smiles1
NC(=O)c1cccc(N)c1,1645,3-amino-benzamide,BRD-K08703257-001-13-9,smiles2
NC(=O)c1cccc(N)c1,1645,3-amino-benzamide,BRD-K08703257-001-12-1,smiles1
NC(=O)c1cccc(N)c1,1645,3-amino-benzamide,BRD-K08703257-001-12-1,smiles2
C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,42642648,ARRY-334543,BRD-K46386702-001-02-1,smiles1
NC(=O)c1cccc2cn(nc12)-c1ccc(cc1)[C@@H]1CCCNC1,24958200,niraparib,BRD-K54955827-001-02-2,smiles1
NC(=O)c1cccc2cn(nc12)-c1ccc(cc1)[C@@H]1CCCNC1,24958200,niraparib,BRD-K54955827-001-02-2,smiles2
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,216239,sorafenib,BRD-K23984367-001-07-5,smiles1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,216239,sorafenib,BRD-K23984367-001-07-5,smiles2
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,216239,sorafenib,BRD-K23984367-075-15-2,smiles1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,216239,sorafenib,BRD-K23984367-075-15-2,smiles2
CNC(=O)c1ccccc1Sc1ccc2c(\C=C\c3ccccn3)n[nH]c2c1,6450551,axitinib,BRD-K29905972-001-06-3,smiles1
CNC(=O)c1ccccc1Sc1ccc2c(\C=C\c3ccccn3)n[nH]c2c1,6450551,axitinib,BRD-K29905972-001-06-3,smiles2
CNC(=O)c1ccccc1Sc1ccc2c(\C=C\c3ccccn3)n[nH]c2c1,6450551,axitinib,BRD-K29905972-001-06-3,smiles3
CNC(=O)c1ccccc1Sc1ccc2c(\C=C\c3ccccn3)n[nH]c2c1,6450551,axitinib,BRD-K29905972-001-06-3,smiles4
CNC(=O)c1ccccc1Sc1ccc2c(\C=C\c3ccccn3)n[nH]c2c1,6450551,axitinib,BRD-K29905972-001-06-3,smiles5
COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1)N1CCC(CC1)N1CCN(C)CC1,68165256,brigatinib,BRD-K56981171-001-02-8,smiles1
COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1)N1CCC(CC1)N1CCN(C)CC1,68165256,brigatinib,BRD-K56981171-001-02-8,smiles2
